Treatment Plant,Date,Virus,Normalised Viral Load (gc/person/day),7-day Median Viral Load (gc/person/day),Rt estimate,Estimate lower bound,Estimate upper bound
ARA Sensetal,2025-03-24,RSV-N,NA,1938816.6,0.66179365,0.51561844,0.79691225
ARA Sensetal,2025-03-25,RSV-N,NA,2105795.05,0.65728027,0.5091154,0.79245883
ARA Sensetal,2025-03-26,RSV-N,430556.44,2105795.05,0.6532715,0.5046741,0.7892673
ARA Sensetal,2025-03-27,RSV-N,NA,1882847.5,0.64977264,0.50162923,0.7864665
ARA Sensetal,2025-03-28,RSV-N,2152413.5,1882847.5,0.64678705,0.50045925,0.7844977
ARA Sensetal,2025-03-29,RSV-N,2242426,1882847.5,0.6443157,0.50105137,0.78504366
ARA Sensetal,2025-03-30,RSV-N,1613281.5,2152413.5,0.6423571,0.49714863,0.78329855
ARA Sensetal,2025-03-31,RSV-N,NA,1882847.5,0.64090794,0.49517968,0.78296065
ARA Sensetal,2025-04-01,RSV-N,NA,1303238.1,0.63996583,0.4904742,0.7837585
ARA Sensetal,2025-04-02,RSV-N,NA,970136.2,0.6395301,0.4869603,0.7862852
ARA Sensetal,2025-04-03,RSV-N,0,970136.2,0.6396022,0.48585883,0.7860282
ARA Sensetal,2025-04-04,RSV-N,993194.7,947077.7,0.64018553,0.48413533,0.7885487
ARA Sensetal,2025-04-05,RSV-N,947077.7,947077.7,0.6412858,0.48658034,0.79084915
ARA Sensetal,2025-04-06,RSV-N,1543387.4,947077.7,0.6429109,0.48599043,0.7969469
ARA Sensetal,2025-04-07,RSV-N,364767.2,970136.2,0.6450711,0.4867902,0.79945123
ARA Sensetal,2025-04-08,RSV-N,NA,846682.5,0.6477787,0.48652998,0.8024705
ARA Sensetal,2025-04-09,RSV-N,NA,1087812.05,0.65104806,0.48454595,0.8079337
ARA Sensetal,2025-04-10,RSV-N,NA,1087812.05,0.65489537,0.484056,0.8150219
ARA Sensetal,2025-04-11,RSV-N,746287.3,1429336.8,0.6593386,0.48636648,0.820098
ARA Sensetal,2025-04-12,RSV-N,1429336.8,1087812.05,0.6643971,0.4882338,0.82786435
ARA Sensetal,2025-04-13,RSV-N,1934708.2,1087812.05,0.67009217,0.4919767,0.8350817
ARA Sensetal,2025-04-14,RSV-N,NA,1087812.05,0.67644465,0.49449325,0.8465559
ARA Sensetal,2025-04-15,RSV-N,0,1094407.775,0.6834691,0.5010301,0.8582755
ARA Sensetal,2025-04-16,RSV-N,NA,379739.375,0.691172,0.5088577,0.8748632
ARA Sensetal,2025-04-17,RSV-N,NA,0,0.6995524,0.5170243,0.88562435
ARA Sensetal,2025-04-18,RSV-N,759478.75,0,0.7086016,0.5288131,0.8979898
ARA Sensetal,2025-04-19,RSV-N,0,0,0.71830314,0.5387538,0.90799725
ARA Sensetal,2025-04-20,RSV-N,0,207883.89,0.72863257,0.54796493,0.92398196
ARA Sensetal,2025-04-21,RSV-N,NA,207883.89,0.73955643,0.56209695,0.9344213
ARA Sensetal,2025-04-22,RSV-N,NA,207883.89,0.7510322,0.5700841,0.94938767
ARA Sensetal,2025-04-23,RSV-N,415767.78,207883.89,0.7630071,0.5856206,0.9641871
ARA Sensetal,2025-04-24,RSV-N,NA,377086.84,0.77541804,0.6008103,0.97680324
ARA Sensetal,2025-04-25,RSV-N,449823.7,377086.84,0.78819084,0.6142086,0.99306047
ARA Sensetal,2025-04-26,RSV-N,0,377086.84,0.8012402,0.62669504,1.0061005
ARA Sensetal,2025-04-27,RSV-N,338405.9,338405.9,0.81446964,0.6350896,1.0187818
ARA Sensetal,2025-04-28,RSV-N,NA,169202.95,0.82777435,0.64466727,1.0347815
ARA Sensetal,2025-04-29,RSV-N,NA,0,0.8410527,0.6537847,1.0521295
ARA Sensetal,2025-04-30,RSV-N,NA,0,0.85420966,0.6625458,1.0732323
ARA Sensetal,2025-05-01,RSV-N,0,0,0.8671576,0.67203367,1.0967708
ARA Werdhoelzli,2024-11-01,RSV-N,2789837,1972096,1.3484571,1.1529756,1.528393
ARA Werdhoelzli,2024-11-02,RSV-N,1972096,1622443.9,1.3561928,1.1641115,1.5384502
ARA Werdhoelzli,2024-11-03,RSV-N,1272791.8,1622443.9,1.3637012,1.1697867,1.5453682
ARA Werdhoelzli,2024-11-04,RSV-N,NA,1622443.9,1.3709621,1.1813377,1.553892
ARA Werdhoelzli,2024-11-05,RSV-N,0,1436710.15,1.3779558,1.1943357,1.5611027
ARA Werdhoelzli,2024-11-06,RSV-N,NA,1436710.15,1.3846624,1.2043792,1.5676693
ARA Werdhoelzli,2024-11-07,RSV-N,NA,2109203,1.3910624,1.2149132,1.5724733
ARA Werdhoelzli,2024-11-08,RSV-N,1600628.5,2109203,1.397136,1.225017,1.5801243
ARA Werdhoelzli,2024-11-09,RSV-N,4493353.5,2617777.5,1.4028641,1.2356082,1.5864645
ARA Werdhoelzli,2024-11-10,RSV-N,2617777.5,2109203,1.4082276,1.2461478,1.5914402
ARA Werdhoelzli,2024-11-11,RSV-N,NA,2109203,1.4132074,1.2529365,1.593964
ARA Werdhoelzli,2024-11-12,RSV-N,NA,2657102.35,1.4177859,1.2599287,1.603102
ARA Werdhoelzli,2024-11-13,RSV-N,1095910.8,2303978,1.4219464,1.2676368,1.6038783
ARA Werdhoelzli,2024-11-14,RSV-N,NA,2343302.85,1.4256744,1.2730535,1.608313
ARA Werdhoelzli,2024-11-15,RSV-N,2696427.2,2343302.85,1.4289559,1.282698,1.6096412
ARA Werdhoelzli,2024-11-16,RSV-N,1990178.5,2343302.85,1.431779,1.28453,1.6117938
ARA Werdhoelzli,2024-11-17,RSV-N,3816591.8,2696427.2,1.4341329,1.286419,1.6127132
ARA Werdhoelzli,2024-11-18,RSV-N,NA,2343302.85,1.4360082,1.2904857,1.611855
ARA Werdhoelzli,2024-11-19,RSV-N,NA,2846709.35,1.4373972,1.2946105,1.608024
ARA Werdhoelzli,2024-11-20,RSV-N,NA,3618113.1,1.4382931,1.2954295,1.6011325
ARA Werdhoelzli,2024-11-21,RSV-N,1931715.9,3618113.1,1.4386909,1.2980963,1.597513
ARA Werdhoelzli,2024-11-22,RSV-N,3703240.2,3703240.2,1.438587,1.2994113,1.5929167
ARA Werdhoelzli,2024-11-23,RSV-N,3532986,3703240.2,1.4379789,1.2988948,1.5884868
ARA Werdhoelzli,2024-11-24,RSV-N,3947106,3703240.2,1.436866,1.2988533,1.5859805
ARA Werdhoelzli,2024-11-25,RSV-N,5826964,3825173.1,1.4352483,1.2978288,1.5844915
ARA Werdhoelzli,2024-11-26,RSV-N,NA,4710871,1.4331249,1.298829,1.58273
ARA Werdhoelzli,2024-11-27,RSV-N,NA,5516730.5,1.4304945,1.2931513,1.5772368
ARA Werdhoelzli,2024-11-28,RSV-N,NA,5692894.5,1.4273547,1.2905072,1.5738453
ARA Werdhoelzli,2024-11-29,RSV-N,5474636,5558825,1.4237016,1.28748,1.5741317
ARA Werdhoelzli,2024-11-30,RSV-N,5558825,8938733,1.4195309,1.2853475,1.573511
ARA Werdhoelzli,2024-12-01,RSV-N,12318641,8938733,1.4148369,1.2792068,1.5687435
ARA Werdhoelzli,2024-12-02,RSV-N,NA,8938733,1.4096129,1.2709194,1.565559
ARA Werdhoelzli,2024-12-03,RSV-N,26341962,8938733,1.4038517,1.267975,1.5577703
ARA Werdhoelzli,2024-12-04,RSV-N,NA,8925358.75,1.3975445,1.2635938,1.5564855
ARA Werdhoelzli,2024-12-05,RSV-N,NA,7253994.25,1.3906821,1.2587198,1.5510982
ARA Werdhoelzli,2024-12-06,RSV-N,3824618,7253994.25,1.383254,1.249262,1.5491632
ARA Werdhoelzli,2024-12-07,RSV-N,5532076.5,5532076.5,1.3752484,1.2398115,1.542895
ARA Werdhoelzli,2024-12-08,RSV-N,8975912,6235895.25,1.3666533,1.2293075,1.534581
ARA Werdhoelzli,2024-12-09,RSV-N,NA,6235895.25,1.3574562,1.218339,1.5238885
ARA Werdhoelzli,2024-12-10,RSV-N,NA,7957813,1.347653,1.2065343,1.5136913
ARA Werdhoelzli,2024-12-11,RSV-N,6939714,9285417.5,1.337248,1.1957155,1.5055825
ARA Werdhoelzli,2024-12-12,RSV-N,NA,10715757,1.3262544,1.1834657,1.4949608
ARA Werdhoelzli,2024-12-13,RSV-N,11836591,10715757,1.3146943,1.1708262,1.4787563
ARA Werdhoelzli,2024-12-14,RSV-N,9594923,10715757,1.3025988,1.1587932,1.4641773
ARA Werdhoelzli,2024-12-15,RSV-N,14959550,11836591,1.2900082,1.1468778,1.44703
ARA Werdhoelzli,2024-12-16,RSV-N,NA,10715757,1.2769716,1.1356725,1.4273922
ARA Werdhoelzli,2024-12-17,RSV-N,NA,12277236.5,1.263547,1.1242282,1.4095267
ARA Werdhoelzli,2024-12-18,RSV-N,NA,13930511.5,1.2498013,1.113312,1.3886358
ARA Werdhoelzli,2024-12-19,RSV-N,6778695.5,12762585.5,1.235811,1.1040647,1.3700823
ARA Werdhoelzli,2024-12-20,RSV-N,17554986,12901473,1.2216609,1.0923473,1.3512152
ARA Werdhoelzli,2024-12-21,RSV-N,12901473,12901473,1.2074447,1.082913,1.3322753
ARA Werdhoelzli,2024-12-22,RSV-N,12623698,12901473,1.1932652,1.0737585,1.3160143
ARA Werdhoelzli,2024-12-23,RSV-N,20077026,15228229.5,1.1792303,1.063188,1.3035543
ARA Werdhoelzli,2024-12-24,RSV-N,NA,16489249.5,1.165439,1.055074,1.2941532
ARA Werdhoelzli,2024-12-25,RSV-N,NA,22484856,1.1519783,1.0442377,1.2809438
ARA Werdhoelzli,2024-12-26,RSV-N,NA,24892686,1.1389223,1.030204,1.2686627
ARA Werdhoelzli,2024-12-27,RSV-N,24892686,25182821,1.1263342,1.0138732,1.2603637
ARA Werdhoelzli,2024-12-28,RSV-N,25472956,25182821,1.1142639,1.0014257,1.24721
ARA Werdhoelzli,2024-12-29,RSV-N,NA,24892686,1.1027497,0.9907499,1.235413
ARA Werdhoelzli,2024-12-30,RSV-N,NA,24892686,1.0918182,0.9769209,1.2215955
ARA Werdhoelzli,2024-12-31,RSV-N,NA,21299332,1.0814837,0.9664481,1.2096825
ARA Werdhoelzli,2025-01-01,RSV-N,21299332,17416208,1.071749,0.9559261,1.1964897
ARA Werdhoelzli,2025-01-02,RSV-N,NA,14008730.5,1.0626051,0.9472219,1.1830293
ARA Werdhoelzli,2025-01-03,RSV-N,17416208,14008730.5,1.0540318,0.9375868,1.1735482
ARA Werdhoelzli,2025-01-04,RSV-N,10601253,14008730.5,1.0459967,0.9315613,1.1607337
ARA Werdhoelzli,2025-01-05,RSV-N,10472649,10601253,1.038456,0.92574745,1.1503142
ARA Werdhoelzli,2025-01-06,RSV-N,NA,11317862,1.0313565,0.9203551,1.1441325
ARA Werdhoelzli,2025-01-07,RSV-N,NA,11317862,1.024646,0.9153603,1.1366932
ARA Werdhoelzli,2025-01-08,RSV-N,NA,14388927.5,1.0182754,0.9119678,1.130542
ARA Werdhoelzli,2025-01-09,RSV-N,12034471,19765432,1.0121979,0.9063,1.1247307
ARA Werdhoelzli,2025-01-10,RSV-N,27655866,16743384,1.0063708,0.90112114,1.1193727
ARA Werdhoelzli,2025-01-11,RSV-N,16743384,16743384,1.000754,0.8970165,1.1145368
ARA Werdhoelzli,2025-01-12,RSV-N,22787480,16743384,0.99531126,0.8932083,1.1048738
ARA Werdhoelzli,2025-01-13,RSV-N,14865139,19765432,0.9900085,0.8883631,1.0966787
ARA Werdhoelzli,2025-01-14,RSV-N,NA,15804261.5,0.98481584,0.884198,1.0916625
ARA Werdhoelzli,2025-01-15,RSV-N,NA,14041101.5,0.9797062,0.87854475,1.0852135
ARA Werdhoelzli,2025-01-16,RSV-N,NA,14041101.5,0.9746559,0.8732633,1.0786335
ARA Werdhoelzli,2025-01-17,RSV-N,11216946,13217064,0.9696445,0.8698481,1.0758302
ARA Werdhoelzli,2025-01-18,RSV-N,13217064,13917031,0.96465456,0.86482793,1.072636
ARA Werdhoelzli,2025-01-19,RSV-N,18415694,13917031,0.9596719,0.8601983,1.0722867
ARA Werdhoelzli,2025-01-20,RSV-N,NA,13917031,0.9546855,0.8563758,1.065695
ARA Werdhoelzli,2025-01-21,RSV-N,14616998,16516346,0.94968796,0.8535707,1.0602945
ARA Werdhoelzli,2025-01-22,RSV-N,NA,16910164,0.944676,0.84802115,1.0549418
ARA Werdhoelzli,2025-01-23,RSV-N,NA,15398914,0.9396502,0.8407564,1.0501655
ARA Werdhoelzli,2025-01-24,RSV-N,22721238,15398914,0.934615,0.83612216,1.041314
ARA Werdhoelzli,2025-01-25,RSV-N,15404634,15404634,0.92957926,0.82877785,1.034944
ARA Werdhoelzli,2025-01-26,RSV-N,15393194,18565634,0.9245557,0.82240254,1.0287105
ARA Werdhoelzli,2025-01-27,RSV-N,NA,18565634,0.9195614,0.8159636,1.020803
ARA Werdhoelzli,2025-01-28,RSV-N,NA,18565634,0.9146171,0.8130344,1.0161365
ARA Werdhoelzli,2025-01-29,RSV-N,21726634,20327743,0.9097483,0.8096461,1.0077645
ARA Werdhoelzli,2025-01-30,RSV-N,NA,23530027,0.9049843,0.8070873,0.9996502
ARA Werdhoelzli,2025-01-31,RSV-N,31564644,23530027,0.9003583,0.8033901,0.9940007
ARA Werdhoelzli,2025-02-01,RSV-N,18928852,23530027,0.89590776,0.7982643,0.988633
ARA Werdhoelzli,2025-02-02,RSV-N,25333420,25333420,0.89167386,0.7942141,0.98366606
ARA Werdhoelzli,2025-02-03,RSV-N,NA,23816973,0.8876998,0.7893964,0.9810893
ARA Werdhoelzli,2025-02-04,RSV-N,NA,20614689,0.8840246,0.7850124,0.9807949
ARA Werdhoelzli,2025-02-05,RSV-N,NA,17482494.5,0.88068116,0.78031874,0.9784152
ARA Werdhoelzli,2025-02-06,RSV-N,22300526,12709944,0.8776964,0.7775663,0.9762946
ARA Werdhoelzli,2025-02-07,RSV-N,12664463,12664463,0.8750917,0.77644557,0.9737081
ARA Werdhoelzli,2025-02-08,RSV-N,9336587,12664463,0.8728825,0.7718904,0.97055423
ARA Werdhoelzli,2025-02-09,RSV-N,12755425,12664463,0.8710788,0.77102375,0.96839213
ARA Werdhoelzli,2025-02-10,RSV-N,12007735,12336099,0.8696851,0.77163684,0.96521276
ARA Werdhoelzli,2025-02-11,RSV-N,NA,11435004,0.86870044,0.7692042,0.9611373
ARA Werdhoelzli,2025-02-12,RSV-N,NA,11435004,0.8681182,0.7688038,0.9583453
ARA Werdhoelzli,2025-02-13,RSV-N,NA,11435004,0.86792636,0.76859355,0.95769054
ARA Werdhoelzli,2025-02-14,RSV-N,10862273,10862273,0.8681073,0.7695902,0.95858663
ARA Werdhoelzli,2025-02-15,RSV-N,4996296.5,12132973,0.8686376,0.7709021,0.95924187
ARA Werdhoelzli,2025-02-16,RSV-N,13403673,12132973,0.8694882,0.7715394,0.9598454
ARA Werdhoelzli,2025-02-17,RSV-N,NA,12132973,0.8706249,0.77259994,0.9604446
ARA Werdhoelzli,2025-02-18,RSV-N,16548258,9921923.75,0.87201273,0.7747018,0.96474737
ARA Werdhoelzli,2025-02-19,RSV-N,NA,12596065,0.87361676,0.7787537,0.96562976
ARA Werdhoelzli,2025-02-20,RSV-N,NA,11666886,0.875402,0.78127617,0.96581
ARA Werdhoelzli,2025-02-21,RSV-N,6440174.5,11666886,0.8773339,0.7838924,0.96896183
ARA Werdhoelzli,2025-02-22,RSV-N,11788457,11545315,0.87937796,0.78718734,0.9740096
ARA Werdhoelzli,2025-02-23,RSV-N,11545315,11483894.5,0.88150007,0.78897667,0.9774001
ARA Werdhoelzli,2025-02-24,RSV-N,NA,11483894.5,0.8836662,0.79286635,0.9779153
ARA Werdhoelzli,2025-02-25,RSV-N,NA,11666886,0.8858429,0.7955515,0.9822419
ARA Werdhoelzli,2025-02-26,RSV-N,11422474,11682231.5,0.8879966,0.7979879,0.9850609
ARA Werdhoelzli,2025-02-27,RSV-N,NA,14156820,0.89009416,0.80036855,0.9905386
ARA Werdhoelzli,2025-02-28,RSV-N,17039976,14156820,0.89210254,0.8013155,0.99513495
ARA Werdhoelzli,2025-03-01,RSV-N,11819148,14156820,0.8939887,0.8037176,0.9955583
ARA Werdhoelzli,2025-03-02,RSV-N,16494492,16494492,0.8957199,0.80387765,0.99609005
ARA Werdhoelzli,2025-03-03,RSV-N,NA,14156820,0.89726335,0.80665475,0.9987913
ARA Werdhoelzli,2025-03-04,RSV-N,NA,9356364.5,0.89858717,0.8081083,0.9986648
ARA Werdhoelzli,2025-03-05,RSV-N,NA,7090762.75,0.8996603,0.80840206,1.0017805
ARA Werdhoelzli,2025-03-06,RSV-N,6893581,6334257.5,0.9004529,0.8076949,1.0040505
ARA Werdhoelzli,2025-03-07,RSV-N,5181200.5,5774934,0.9009362,0.807978,1.0038905
ARA Werdhoelzli,2025-03-08,RSV-N,7287944.5,5774934,0.9010824,0.8075548,1.004044
ARA Werdhoelzli,2025-03-09,RSV-N,5774934,5774934,0.90086496,0.8055432,1.0059062
ARA Werdhoelzli,2025-03-10,RSV-N,2847485.5,5478067.25,0.9002587,0.8070295,1.0050535
ARA Werdhoelzli,2025-03-11,RSV-N,NA,6531439.25,0.89923954,0.8062138,1.004505
ARA Werdhoelzli,2025-03-12,RSV-N,NA,6237937.75,0.8977844,0.8057163,1.002737
ARA Werdhoelzli,2025-03-13,RSV-N,NA,8201669.75,0.8958716,0.8061997,0.9982391
ARA Werdhoelzli,2025-03-14,RSV-N,9702398,9702398,0.8934805,0.8053751,0.99443626
ARA Werdhoelzli,2025-03-15,RSV-N,6700941.5,8226183,0.89059144,0.8020331,0.9918487
ARA Werdhoelzli,2025-03-16,RSV-N,10152257,8226183,0.88718605,0.7989108,0.9876672
ARA Werdhoelzli,2025-03-17,RSV-N,NA,8226183,0.883248,0.7951393,0.9839661
ARA Werdhoelzli,2025-03-18,RSV-N,6749968,8078379.5,0.87876755,0.78873825,0.9793094
ARA Werdhoelzli,2025-03-19,RSV-N,NA,8078379.5,0.8737429,0.78180724,0.9745898
ARA Werdhoelzli,2025-03-20,RSV-N,NA,7875870.5,0.8681802,0.77533233,0.9701398
ARA Werdhoelzli,2025-03-21,RSV-N,9406791,7875870.5,0.8620935,0.7701378,0.9655332
ARA Werdhoelzli,2025-03-22,RSV-N,4571257,9001773,0.85550493,0.7633813,0.9603072
ARA Werdhoelzli,2025-03-23,RSV-N,9001773,9204282,0.84844446,0.7540839,0.95386595
ARA Werdhoelzli,2025-03-24,RSV-N,NA,9204282,0.8409502,0.7476869,0.9441304
ARA Werdhoelzli,2025-03-25,RSV-N,NA,8390843.75,0.8330681,0.73871017,0.93830776
ARA Werdhoelzli,2025-03-26,RSV-N,10016048,9221434.5,0.82485205,0.72854805,0.9278929
ARA Werdhoelzli,2025-03-27,RSV-N,NA,8936803.5,0.8163637,0.7181565,0.91825837
ARA Werdhoelzli,2025-03-28,RSV-N,7779914.5,8936803.5,0.8076724,0.71171665,0.9110229
ARA Werdhoelzli,2025-03-29,RSV-N,9441096,8936803.5,0.79885465,0.70019275,0.9000771
ARA Werdhoelzli,2025-03-30,RSV-N,8432511,8432511,0.7899943,0.69308877,0.8929638
ARA Werdhoelzli,2025-03-31,RSV-N,NA,8106212.75,0.78117937,0.6822857,0.8839983
ARA Werdhoelzli,2025-04-01,RSV-N,NA,6898374.75,0.7724922,0.67078865,0.8771133
ARA Werdhoelzli,2025-04-02,RSV-N,NA,4842046.25,0.76400656,0.6601971,0.8697994
ARA Werdhoelzli,2025-04-03,RSV-N,3575522.5,4842046.25,0.7557883,0.65177584,0.8612249
ARA Werdhoelzli,2025-04-04,RSV-N,5364238.5,4319854,0.74789524,0.64156085,0.854368
ARA Werdhoelzli,2025-04-05,RSV-N,4319854,4319854,0.74037737,0.63431215,0.8455406
ARA Werdhoelzli,2025-04-06,RSV-N,7313698.5,4319854,0.7332775,0.62554944,0.8351384
ARA Werdhoelzli,2025-04-07,RSV-N,3421620,4842046.25,0.72663087,0.619311,0.8284553
ARA Werdhoelzli,2025-04-08,RSV-N,NA,4817002.5,0.7204659,0.6148886,0.8203664
ARA Werdhoelzli,2025-04-09,RSV-N,NA,4367885.5,0.7148038,0.6074773,0.8146305
ARA Werdhoelzli,2025-04-10,RSV-N,NA,3491345.6,0.7096589,0.6032091,0.80831194
ARA Werdhoelzli,2025-04-11,RSV-N,5314151,3561071.2,0.7050385,0.6009094,0.8030974
ARA Werdhoelzli,2025-04-12,RSV-N,2955083.8,3258077.5,0.7009424,0.5995502,0.8011107
ARA Werdhoelzli,2025-04-13,RSV-N,3561071.2,3258077.5,0.6973631,0.5965099,0.7965906
ARA Werdhoelzli,2025-04-14,RSV-N,NA,3258077.5,0.69428676,0.5933263,0.7943445
ARA Werdhoelzli,2025-04-15,RSV-N,387294.6,3258077.5,0.6916978,0.5910995,0.79410493
ARA Werdhoelzli,2025-04-16,RSV-N,NA,3216840.85,0.68958044,0.58643305,0.7965279
ARA Werdhoelzli,2025-04-17,RSV-N,NA,2284958.15,0.68791884,0.58264846,0.7952168
ARA Werdhoelzli,2025-04-18,RSV-N,7936968,2284958.15,0.68669736,0.57889366,0.7947478
ARA Werdhoelzli,2025-04-19,RSV-N,2872610.5,2872610.5,0.68590057,0.574112,0.7961188
ARA Werdhoelzli,2025-04-20,RSV-N,1697305.8,2284958.15,0.6855137,0.572492,0.79857445
ARA Werdhoelzli,2025-04-21,RSV-N,NA,2284958.15,0.6855222,0.57182646,0.80090904
ARA Werdhoelzli,2025-04-22,RSV-N,NA,1369044.025,0.68591243,0.5719798,0.8030366
ARA Werdhoelzli,2025-04-23,RSV-N,543146.6,1369044.025,0.686671,0.571166,0.80475634
ARA Werdhoelzli,2025-04-24,RSV-N,NA,1670029.125,0.6877851,0.5696836,0.8052
ARA Werdhoelzli,2025-04-25,RSV-N,1040782.25,1670029.125,0.68924177,0.5698472,0.80886334
ARA Werdhoelzli,2025-04-26,RSV-N,4220752.5,1670029.125,0.6910284,0.57022774,0.8099834
ARA Werdhoelzli,2025-04-27,RSV-N,2299276,2299276,0.6931321,0.5706678,0.8109944
ARA Werdhoelzli,2025-04-28,RSV-N,NA,1670029.125,0.69553953,0.57049346,0.8144859
ARA Werdhoelzli,2025-04-29,RSV-N,NA,1769434.1,0.69823784,0.5688038,0.8201679
ARA Werdhoelzli,2025-04-30,RSV-N,NA,794612.3,0.7012145,0.57074374,0.8210468
ARA Werdhoelzli,2025-05-01,RSV-N,306286.34,794612.3,0.7044577,0.5737464,0.82608634
CDA Lugano,2024-11-01,RSV-N,0,1181561.4,1.5113283,1.2196592,1.8167713
CDA Lugano,2024-11-02,RSV-N,1181561.4,590780.7,1.5244148,1.230514,1.8302428
CDA Lugano,2024-11-03,RSV-N,1215983.2,590780.7,1.5371193,1.2507588,1.8482443
CDA Lugano,2024-11-04,RSV-N,NA,590780.7,1.5494206,1.2663788,1.8590145
CDA Lugano,2024-11-05,RSV-N,0,590780.7,1.5612992,1.2796493,1.8725352
CDA Lugano,2024-11-06,RSV-N,NA,230888.485,1.5727358,1.296492,1.886344
CDA Lugano,2024-11-07,RSV-N,NA,230888.485,1.5837115,1.3096087,1.8960673
CDA Lugano,2024-11-08,RSV-N,0,230888.485,1.5942082,1.3222525,1.904845
CDA Lugano,2024-11-09,RSV-N,461776.97,461776.97,1.604209,1.3385015,1.916323
CDA Lugano,2024-11-10,RSV-N,567614.25,230888.485,1.6136966,1.348478,1.9246552
CDA Lugano,2024-11-11,RSV-N,NA,230888.485,1.6226544,1.3602113,1.9318558
CDA Lugano,2024-11-12,RSV-N,NA,514695.61,1.631065,1.3722588,1.9375103
CDA Lugano,2024-11-13,RSV-N,0,488602.375,1.6389091,1.3851502,1.942438
CDA Lugano,2024-11-14,RSV-N,NA,659683.15,1.646166,1.3897142,1.9464607
CDA Lugano,2024-11-15,RSV-N,1559347,659683.15,1.6528137,1.3962543,1.9534123
CDA Lugano,2024-11-16,RSV-N,409590.5,659683.15,1.6588287,1.4044422,1.9584763
CDA Lugano,2024-11-17,RSV-N,909775.8,909775.8,1.6641861,1.410241,1.9616992
CDA Lugano,2024-11-18,RSV-N,NA,1234561.4,1.6688594,1.4132367,1.9663085
CDA Lugano,2024-11-19,RSV-N,NA,1122997.5,1.6728206,1.4241518,1.962667
CDA Lugano,2024-11-20,RSV-N,NA,1122997.5,1.6760404,1.4360838,1.9659425
CDA Lugano,2024-11-21,RSV-N,1958801.2,1306196.85,1.6784884,1.4404857,1.9677322
CDA Lugano,2024-11-22,RSV-N,1336219.2,1336219.2,1.680132,1.44425,1.9649688
CDA Lugano,2024-11-23,RSV-N,833086.94,1336219.2,1.6809375,1.4476542,1.9661328
CDA Lugano,2024-11-24,RSV-N,1276174.5,1336219.2,1.6808699,1.4535288,1.9625415
CDA Lugano,2024-11-25,RSV-N,1788019.8,1306196.85,1.679893,1.4504085,1.954873
CDA Lugano,2024-11-26,RSV-N,NA,1054630.72,1.6779727,1.4467362,1.9469212
CDA Lugano,2024-11-27,RSV-N,NA,1131894,1.6750762,1.4451772,1.939333
CDA Lugano,2024-11-28,RSV-N,NA,1387816.65,1.6711737,1.4482467,1.927596
CDA Lugano,2024-11-29,RSV-N,0,987613.5,1.6662374,1.4439082,1.913046
CDA Lugano,2024-11-30,RSV-N,987613.5,1544130,1.6602414,1.4376565,1.9006493
CDA Lugano,2024-12-01,RSV-N,4985116.5,1544130,1.6531624,1.4337282,1.8918538
CDA Lugano,2024-12-02,RSV-N,NA,1544130,1.6449786,1.4233807,1.877937
CDA Lugano,2024-12-03,RSV-N,2100646.5,3542881.5,1.6356714,1.4139285,1.8608125
CDA Lugano,2024-12-04,RSV-N,NA,6271430,1.6252238,1.40424,1.8455143
CDA Lugano,2024-12-05,RSV-N,NA,4829195,1.613621,1.395436,1.8302075
CDA Lugano,2024-12-06,RSV-N,7557743.5,4829195,1.6008507,1.3858982,1.819663
CDA Lugano,2024-12-07,RSV-N,9715976,7557743.5,1.5869026,1.3744342,1.8084605
CDA Lugano,2024-12-08,RSV-N,1227349.6,6832461.25,1.5717688,1.3544655,1.7962573
CDA Lugano,2024-12-09,RSV-N,NA,6832461.25,1.5554456,1.3380997,1.7757905
CDA Lugano,2024-12-10,RSV-N,NA,6037761.75,1.5379436,1.3197843,1.759337
CDA Lugano,2024-12-11,RSV-N,6107179,6037761.75,1.5192899,1.3009595,1.7381407
CDA Lugano,2024-12-12,RSV-N,NA,6602051.75,1.4995277,1.2831453,1.7164552
CDA Lugano,2024-12-13,RSV-N,5968344.5,6602051.75,1.4787165,1.2644422,1.6928473
CDA Lugano,2024-12-14,RSV-N,7096924.5,6602051.75,1.4569325,1.2458258,1.6648753
CDA Lugano,2024-12-15,RSV-N,7637914.5,7096924.5,1.4342684,1.2281122,1.6341827
CDA Lugano,2024-12-16,RSV-N,NA,7367419.5,1.4108328,1.2033075,1.599893
CDA Lugano,2024-12-17,RSV-N,NA,7367419.5,1.3867508,1.182751,1.5695722
CDA Lugano,2024-12-18,RSV-N,NA,7642984,1.3621647,1.1677227,1.5404832
CDA Lugano,2024-12-19,RSV-N,8401053,8024553.25,1.3372326,1.1503882,1.50889
CDA Lugano,2024-12-20,RSV-N,6020143,7648053.5,1.3121289,1.134958,1.4753553
CDA Lugano,2024-12-21,RSV-N,7648053.5,7648053.5,1.2870449,1.1112965,1.4520905
CDA Lugano,2024-12-22,RSV-N,11687530,7648053.5,1.2621874,1.0946473,1.4270397
CDA Lugano,2024-12-23,RSV-N,6509854.5,7078954,1.2377728,1.0780867,1.4033445
CDA Lugano,2024-12-24,RSV-N,NA,9667791.75,1.2140007,1.0647757,1.3800257
CDA Lugano,2024-12-25,RSV-N,NA,11746607,1.1910471,1.0449525,1.3574405
